Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
proguard.ant.KeepAttributeElement, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.ant.ProGuardTask, 1.0, 1.0, 0.0, 19.0, 19.0, 0.0, 
proguard.classfile.ClassConstants, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.ClassCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.ClassFile, 0.0, 0.0, NaN, 2.0, 0.0, 100.0, 
proguard.classfile.ClassPool, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.CpInfo, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.DoubleCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.FieldInfo, 0.0, 0.0, NaN, 6.0, 3.0, 50.0, 
proguard.classfile.FieldrefCpInfo, 14.0, 14.0, 0.0, 17.0, 14.0, 17.647058823529406, 
proguard.classfile.FloatCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.IntegerCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.InterfaceMethodrefCpInfo, 14.0, 14.0, 0.0, 17.0, 14.0, 17.647058823529406, 
proguard.classfile.LibraryClassFile, 0.0, 0.0, NaN, 30.0, 16.0, 46.666666666666664, 
proguard.classfile.LibraryFieldInfo, 5.0, 5.0, 0.0, 8.0, 3.0, 62.5, 
proguard.classfile.LibraryMemberInfo, 0.0, 0.0, NaN, 6.0, 3.0, 50.0, 
proguard.classfile.LibraryMethodInfo, 5.0, 5.0, 0.0, 8.0, 3.0, 62.5, 
proguard.classfile.LongCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.MemberInfo, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.classfile.MethodInfo, 0.0, 0.0, NaN, 6.0, 0.0, 100.0, 
proguard.classfile.MethodrefCpInfo, 14.0, 14.0, 0.0, 17.0, 13.0, 23.529411764705884, 
proguard.classfile.NameAndTypeCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.ProgramClassFile, 0.0, 0.0, NaN, 30.0, 9.0, 70.0, 
proguard.classfile.ProgramFieldInfo, 6.0, 6.0, 0.0, 12.0, 6.0, 50.0, 
proguard.classfile.ProgramMemberInfo, 0.0, 0.0, NaN, 6.0, 4.0, 33.33333333333333, 
proguard.classfile.ProgramMethodInfo, 6.0, 6.0, 0.0, 12.0, 6.0, 50.0, 
proguard.classfile.RefCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.StringCpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.Utf8CpInfo, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.VisitorAccepter, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.AllAttrInfoVisitor, 0.0, 0.0, NaN, 25.0, 25.0, 0.0, 
proguard.classfile.attribute.AttrInfo, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.attribute.AttrInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.CodeAttrInfo, 3.0, 3.0, 0.0, 9.0, 8.0, 11.111111111111114, 
proguard.classfile.attribute.ConstantValueAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.DeprecatedAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.EnclosingMethodAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.ExceptionInfo, 0.0, 0.0, NaN, 2.0, 0.0, 100.0, 
proguard.classfile.attribute.ExceptionInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.ExceptionsAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.InnerClassesAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.InnerClassesInfo, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.attribute.InnerClassesInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LibraryAttrInfo, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LineNumberInfo, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LineNumberTableAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.LocalVariableInfo, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LocalVariableInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LocalVariableTableAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.LocalVariableTypeInfo, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LocalVariableTypeInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.LocalVariableTypeTableAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.MultiAttrInfoVisitor, 0.0, 0.0, NaN, 19.0, 19.0, 0.0, 
proguard.classfile.attribute.SignatureAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.SourceDirAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.SourceFileAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.SyntheticAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.UnknownAttrInfo, 3.0, 3.0, 0.0, 9.0, 8.0, 11.111111111111114, 
proguard.classfile.attribute.annotation.Annotation, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.attribute.annotation.AnnotationDefaultAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.annotation.AnnotationElementValue, 5.0, 5.0, 0.0, 10.0, 10.0, 0.0, 
proguard.classfile.attribute.annotation.AnnotationVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.annotation.ArrayElementValue, 5.0, 5.0, 0.0, 10.0, 10.0, 0.0, 
proguard.classfile.attribute.annotation.ClassElementValue, 5.0, 5.0, 0.0, 10.0, 10.0, 0.0, 
proguard.classfile.attribute.annotation.ConstantElementValue, 5.0, 5.0, 0.0, 10.0, 10.0, 0.0, 
proguard.classfile.attribute.annotation.ElementValue, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.attribute.annotation.ElementValueVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.attribute.annotation.EnumConstantElementValue, 5.0, 5.0, 0.0, 10.0, 10.0, 0.0, 
proguard.classfile.attribute.annotation.RuntimeAnnotationsAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.annotation.RuntimeInvisibleAnnotationsAttrInfo, 5.0, 5.0, 0.0, 10.0, 9.0, 10.0, 
proguard.classfile.attribute.annotation.RuntimeInvisibleParameterAnnotationsAttrInfo, 7.0, 7.0, 0.0, 10.0, 9.0, 10.0, 
proguard.classfile.attribute.annotation.RuntimeParameterAnnotationsAttrInfo, 3.0, 3.0, 0.0, 9.0, 9.0, 0.0, 
proguard.classfile.attribute.annotation.RuntimeVisibleAnnotationsAttrInfo, 5.0, 5.0, 0.0, 10.0, 9.0, 10.0, 
proguard.classfile.attribute.annotation.RuntimeVisibleParameterAnnotationsAttrInfo, 7.0, 7.0, 0.0, 10.0, 9.0, 10.0, 
proguard.classfile.editor.ClassFileReferenceFixer, 0.0, 0.0, NaN, 44.0, 44.0, 0.0, 
proguard.classfile.editor.CodeAttrInfoEditor, 0.0, 0.0, NaN, 29.0, 28.0, 3.448275862068968, 
proguard.classfile.editor.CodeAttrInfoEditorResetter, 0.0, 0.0, NaN, 19.0, 19.0, 0.0, 
proguard.classfile.editor.ComparableCpInfo, 0.0, 0.0, NaN, 11.0, 11.0, 0.0, 
proguard.classfile.editor.ConstantPoolEditor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.editor.ConstantPoolRemapper, 0.0, 0.0, NaN, 52.0, 51.0, 1.9230769230769198, 
proguard.classfile.editor.ConstantPoolSorter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.editor.MemberReferenceFixer, 0.0, 0.0, NaN, 42.0, 42.0, 0.0, 
proguard.classfile.editor.MethodInvocationFixer, 0.0, 0.0, NaN, 21.0, 21.0, 0.0, 
proguard.classfile.editor.StackSizeUpdater, 0.0, 0.0, NaN, 26.0, 25.0, 3.8461538461538396, 
proguard.classfile.editor.VariableEditor, 0.0, 0.0, NaN, 19.0, 19.0, 0.0, 
proguard.classfile.editor.VariableRemapper, 0.0, 0.0, NaN, 27.0, 26.0, 3.7037037037037095, 
proguard.classfile.instruction.AllInstructionVisitor, 0.0, 0.0, NaN, 19.0, 19.0, 0.0, 
proguard.classfile.instruction.BranchInstruction, 4.0, 3.0, 25.0, 23.0, 19.0, 17.391304347826093, 
proguard.classfile.instruction.CpInstruction, 4.0, 3.0, 25.0, 34.0, 29.0, 14.705882352941174, 
proguard.classfile.instruction.Instruction, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.instruction.InstructionConstants, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.instruction.InstructionCounter, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.classfile.instruction.InstructionFactory, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.instruction.InstructionVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.instruction.LookUpSwitchInstruction, 4.0, 4.0, 0.0, 23.0, 19.0, 17.391304347826093, 
proguard.classfile.instruction.MultiInstructionVisitor, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.classfile.instruction.SimpleInstruction, 4.0, 3.0, 25.0, 23.0, 20.0, 13.043478260869563, 
proguard.classfile.instruction.TableSwitchInstruction, 4.0, 4.0, 0.0, 23.0, 19.0, 17.391304347826093, 
proguard.classfile.instruction.VariableInstruction, 4.0, 3.0, 25.0, 23.0, 16.0, 30.434782608695656, 
proguard.classfile.util.AccessUtil, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.util.ClassFileClassForNameReferenceInitializer, 0.0, 0.0, NaN, 17.0, 17.0, 0.0, 
proguard.classfile.util.ClassFileHierarchyInitializer, 0.0, 0.0, NaN, 13.0, 13.0, 0.0, 
proguard.classfile.util.ClassFileReferenceInitializer, 0.0, 0.0, NaN, 44.0, 44.0, 0.0, 
proguard.classfile.util.ClassForNameChecker, 0.0, 0.0, NaN, 40.0, 40.0, 0.0, 
proguard.classfile.util.ClassNewInstanceChecker, 0.0, 0.0, NaN, 11.0, 11.0, 0.0, 
proguard.classfile.util.ClassUtil, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.util.DescriptorClassEnumeration, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.util.ExternalTypeEnumeration, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.util.InternalTypeEnumeration, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.util.MemberFinder, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.util.MethodInfoLinker, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.classfile.visitor.AllClassFileVisitor, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.classfile.visitor.AllCpInfoVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.AllFieldVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.AllMemberInfoVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.AllMethodVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.BottomClassFileFilter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassCounter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassFileAccessFilter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassFileCleaner, 0.0, 0.0, NaN, 44.0, 44.0, 0.0, 
proguard.classfile.visitor.ClassFileHierarchyTraveler, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassFileMemberInfoVisitor, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.ClassFileNameFilter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassFilePrinter, 0.0, 0.0, NaN, 50.0, 50.0, 0.0, 
proguard.classfile.visitor.ClassFileVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.visitor.ClassPoolFiller, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ClassPoolVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.visitor.ConcreteClassFileDownTraveler, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.CpInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.visitor.LibraryClassFileFilter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.LibraryMemberInfoFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.LineNumberInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.visitor.MemberCounter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MemberInfoAccessFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MemberInfoDescriptorFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MemberInfoNameFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MemberInfoVisitor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.classfile.visitor.MethodImplementationFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MethodImplementationTraveler, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.MultiClassFileVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.MultiClassPoolVisitor, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.classfile.visitor.MultiMemberInfoVisitor, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.NamedClassFileVisitor, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.classfile.visitor.NamedFieldVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.NamedMethodVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ProgramClassFileFilter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.ProgramMemberInfoFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.classfile.visitor.ReferencedClassFileVisitor, 0.0, 0.0, NaN, 11.0, 11.0, 0.0, 
proguard.classfile.visitor.SimpleClassFilePrinter, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.classfile.visitor.VariableClassFileVisitor, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.classfile.visitor.VariableMemberInfoVisitor, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.gui.ClassMemberSpecificationDialog, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ClassMemberSpecificationsPanel, 3.0, 1.0, 66.66666666666666, 15.0, 11.0, 26.66666666666667, 
proguard.gui.ClassPathPanel, 3.0, 1.0, 66.66666666666666, 15.0, 10.0, 33.33333333333333, 
proguard.gui.ClassSpecificationDialog, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ClassSpecificationsPanel, 3.0, 1.0, 66.66666666666666, 15.0, 11.0, 26.66666666666667, 
proguard.gui.ExtensionFileFilter, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.FilterDialog, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.GUIResources, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ListPanel, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.MessageDialogRunnable, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ProGuardGUI, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ProGuardRunnable, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.ReTraceRunnable, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.SwingUtil, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.TabbedPane, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.TextAreaOutputStream, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.BufferedSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.CircleSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ClipSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.CompositeSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantColor, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantDouble, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantFont, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantInt, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantString, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ConstantTiming, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ImageSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.LinearColor, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.LinearDouble, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.LinearInt, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.LinearTiming, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.OverrideGraphics2D, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.RectangleSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.SawToothTiming, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.ShadowedSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.SineTiming, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.SmoothTiming, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.SplashPanel, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.Sprite, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.TextSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.TimeSwitchSprite, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.Timing, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.TypeWriterString, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.VariableColor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.VariableDouble, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.VariableFont, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.VariableInt, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.gui.splash.VariableSizeFont, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.gui.splash.VariableString, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.CascadingDataEntryWriter, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.io.ClassFileFilter, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.ClassFileReader, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.ClassFileRewriter, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.DataEntry, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.DataEntryCopier, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.DataEntryFilter, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.DataEntryNameFilter, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.DataEntryParentFilter, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.DataEntryPump, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.DataEntryReader, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.DataEntryWriter, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.DirectoryPump, 0.0, 0.0, NaN, 1.0, 0.0, 100.0, 
proguard.io.DirectoryWriter, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.io.FileDataEntry, 0.0, 0.0, NaN, 4.0, 3.0, 25.0, 
proguard.io.FilteredDataEntryReader, 0.0, 0.0, NaN, 1.0, 0.0, 100.0, 
proguard.io.FilteredDataEntryWriter, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.io.Finisher, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.io.JarReader, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
proguard.io.JarWriter, 0.0, 0.0, NaN, 3.0, 2.0, 33.33333333333333, 
proguard.io.ParentDataEntryWriter, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.io.RenamedDataEntry, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.io.ZipDataEntry, 0.0, 0.0, NaN, 4.0, 3.0, 25.0, 
proguard.obfuscate.AttributeShrinker, 0.0, 0.0, NaN, 25.0, 25.0, 0.0, 
proguard.obfuscate.AttributeUsageMarker, 0.0, 0.0, NaN, 26.0, 26.0, 0.0, 
proguard.obfuscate.ClassFileObfuscator, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.obfuscate.ClassFileOpener, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.obfuscate.ClassFileRenamer, 0.0, 0.0, NaN, 17.0, 17.0, 0.0, 
proguard.obfuscate.DictionaryNameFactory, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
proguard.obfuscate.MapCleaner, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.obfuscate.MappingKeeper, 0.0, 0.0, NaN, 3.0, 3.0, 0.0, 
proguard.obfuscate.MappingPrinter, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.obfuscate.MappingProcessor, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.obfuscate.MappingReader, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.obfuscate.MemberInfoNameCleaner, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.obfuscate.MemberInfoNameCollector, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.obfuscate.MemberInfoNameConflictFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.obfuscate.MemberInfoObfuscator, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.obfuscate.MemberInfoSpecialNameFilter, 0.0, 0.0, NaN, 4.0, 4.0, 0.0, 
proguard.obfuscate.MultiMappingProcessor, 0.0, 0.0, NaN, 3.0, 3.0, 0.0, 
proguard.obfuscate.NameAndTypeShrinker, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.obfuscate.NameAndTypeUsageMarker, 0.0, 0.0, NaN, 32.0, 32.0, 0.0, 
proguard.obfuscate.NameFactory, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.obfuscate.NameFactoryResetter, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
proguard.obfuscate.NameMarker, 0.0, 0.0, NaN, 6.0, 6.0, 0.0, 
proguard.obfuscate.Obfuscator, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
proguard.obfuscate.SimpleNameFactory, 0.0, 0.0, NaN, 2.0, 1.0, 50.0, 
