Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt1_ManualAdaptive, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt1_ManualAdd1, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt1_ManualAdd2, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt2Impl1, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt2_ManualAdaptive, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt3_ManualAdaptive, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.extensionloader.ext8_add.impl.AddExt4_ManualAdaptive, 0.0, 0.0, NaN, 1.0, 1.0, 0.0, 
com.alibaba.dubbo.common.io.Bytes, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.BytesTest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.StreamUtils, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.StreamUtilsTest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.UnsafeByteArrayInputStream, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.UnsafeByteArrayOutputStream, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
com.alibaba.dubbo.common.io.UnsafeStringReader, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
